Intensity	Wavelength (Å)	Spectrum	Reference	Nominal Q	Volume (Log_1000(Q))
1000	3,375	Cm I	 WHGC76	1000	1.00
600	3,375	Ga II	 IL85	600	0.93
20	3,375	Nb I	 MCS75	20	0.43
400	3,375	Th I	 PE83	400	0.87
13	3,375	Yb II	 M67	13	0.37
500	3,376	Ga II	 IL85	500	0.90
8	3,376	Ar II	 N73	8	0.30
  800 P	3,377	Lu I	 MCS75	800	0.97
150	3,377	Ti I	 F91	150	0.73
400	3,378	Ti I	 F91	400	0.87
  500 P	3,378	Ne II	 P71	500	0.90
90	3,379	Th II	 PE83	90	0.65
50	3,379	Re II	 MCS75	50	0.57
40	3,379	Ti I	 F91	40	0.53
30	3,380	Mo I	 WB88	30	0.49
120	3,380	Ti II	 HJLW82	120	0.69
15	3,380	Nb I	 MCS75	15	0.39
400	3,381	Ni I	 LBT93	400	0.87
   14 P	3,381	Sr II	 MCS75	14	0.38
200	3,381	Th I	 PE83	200	0.77
150	3,381	La II	 MCS75	150	0.73
300	3,382	Sm II	 K35	300	0.83
11	3,382	Mo I	 WB88	11	0.35
  500 P,r	3,383	Ag I	 PZ01	500	0.90
  130 s	3,384	Ac II	 MFT57	130	0.70
  500 P	3,384	Ti II	 HJLW82	500	0.90
70	3,385	Mo I	 WB88	70	0.62
  250 P	3,385	Dy II	 NG00	250	0.80
140	3,385	Ta I	 MCS75	140	0.72
150	3,385	Er II	 M64b	150	0.73
120	3,386	Lu I	 MCS75	120	0.69
70	3,386	Th II	 PE83	70	0.62
20	3,386	Ti I	 F91	20	0.43
200	3,386	Ti I	 F91	200	0.77
70	3,387	Th II	 PE83	70	0.62
 1000 s	3,387	Bk II	 WC78	1000	1.00
8	3,388	Yb I	 MT78	8	0.30
120	3,388	Ti II	 HJLW82	120	0.69
20	3,388	Os I	 MCS75	20	0.43
100	3,388	Zr II	 J98	100	0.67
200	3,388	Th I	 PE83	200	0.77
130	3,388	Zr II	 J98	130	0.70
150	3,388	Ne II	 P71	150	0.73
8	3,389	Ar II	 N73	8	0.30
30	3,389	Dy II	 NG00	30	0.49
120	3,389	Ne II	 P71	120	0.69
90	3,390	Hf II	 MCS75	90	0.65
